Date of Sale,Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
2018-12-21,"HARWEN, ADELAIDE ROAD, GLENAGEARY",,Dublin,862000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-16,"29 Rose Hill, Ballinacurra, Midleton",,Cork,315000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-12,"34 A SARSFIELD STREET, NENAGH, CO TIPPERARY",,Tipperary,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-18,"62 ST MARYS TERRACE, PORTARLINGTON, OFFALY",,Offaly,81000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-21,"20 DOORLY PARK, SLIGO, SLIGO",,Sligo,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-21,"Apartment 96  Charlotte Block, Honeypark, Dun Laoghaire",,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-11-15,"43 Nutley Park, Donnybrook",Dublin 4,Dublin,700000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-09-27,"39 HIGHFIELD CRS, KANTURK, CORK",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-09,"72 Wyckham Place, Wyckham Bypass, Dundrum  Dublin 16",Dublin 16,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-02,"2 GREENFIELDS, CASTLEBAR, MAYO",,Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-08,"39 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-21,"130 CASTLECURRAGH PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-01,"23 Appollonion Suites, Tramore",,Waterford,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-20,"12 ABBEYCOURT APTS, TRALEE, CO KERRY",,Kerry,16538.0,No,No,Second-Hand Dwelling house /Apartment,
2010-12-10,"4 Hazelwood Green, Hazelhatch Road, Celbridge",,Kildare,309000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2013-09-18,"28 Parc Na Silla Rise, Loughlinstown",,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-13,"4 Wilfrid Road, Harold's Cross, Dublin 6W",Dublin 6w,Dublin,515000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-30,"68 GREENVIEW APTS, SEABROOK MANOR, PORTMARNOCK",Dublin 13,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-15,"10 VICTORIA TERRACE, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-13,"2  Cois na Dun, Carrownanty, Ballymote",,Sligo,128640.97,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-07-13,"25 ACHA BHILE, LAHINCH ROAD, ENNIS",,Clare,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-25,"30 COIS LUACHRA, DOORADOYLE, LIMERICK",,Limerick,238000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-12,"10 EARLSCROFT, SOUTHERN CROSS RD, BRAY",,Wicklow,620000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-13,"APT 13, HAZELBROOK, KILMACUD RD UPPER",Dublin 14,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-23,"12 WOODSTOWN CRESCENT, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-24,"LISCOLMAN, BRICKENS, CLAREMORRIS",,Mayo,12000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-14,"THE SQUARE, CLIFDEN, GALWAY",,Galway,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-07,"Derk Beg, Dromard",,Sligo,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-06-30,"Pegsborough House, Pegsborough, Tipperary",,Tipperary,335000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2016-10-21,"ROSELAWN, BRAY RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,1750000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-06,"2 DUNFIERTH PARK, JOHNSTOWN BRIDGE, ENFIELD",,Kildare,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-09,"53 SUNCROFT PARK, TALLAGHT, DUBLIN",Dublin 24,Dublin,162000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-19,"18 ST GABRIELS, JOHNSTOWN RD, CABINTEELY DUBLIN 18",Dublin 18,Dublin,795000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-05,"SONAS, BRU NA MARA, MACE PIER",,Galway,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-08,"42 Lower Kilmacud Road, Stillorgan",,Dublin,322000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-04,"20 Vico Rock, Sorrento Road, Dalkey",,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-09,"16 SEFTON, ROSCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,710000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-20,"14 BEACHSIDE DOWNS, RIVERCHAPEL, GOREY",,Wexford,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-16,"5 HOPE ST, RINGSEND, DUBLIN 4",Dublin 4,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-12,"ROSEMOUNT, CLOUGH, BALTINGLASS",,Wicklow,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-29,"9 ALLENDALE COURT, CLONSILLA, DUBLIN 15",,Dublin,207000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-02,"5 GLEN AILINNE, DRUMSHANBO, LEITRIM",,Leitrim,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-06,"7 Cleveragh Road, Sligo",,Sligo,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-06,"ERRISBEG COTTAGE, ERRISBEG, ROUNDSTONE",,Galway,299500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-11,"NO. 4 COIS FARRAIGE, WEST END, CASTLETOWNBERE",,Cork,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-07-22,"1 Ebrington Terrace, Tramore, County Waterford",,Waterford,153000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-09,"Gracefield, Ballylinan",,Laois,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-09,"40 WEAVER COURT, NEILSTOWN RD, DUBLIN 22",Dublin 22,Dublin,119000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-01,"CLOONAGH, BALLINAGORE, WESTMEATH",,Westmeath,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-11,"64A THOMOND VILLAGE, LIMERICK, CO LIMERICK",,Limerick,42000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-19,"No. 8 Courthouse Square, Clifden",,Galway,79295.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-10-31,"21 RIVER LANE, DUNGARVAN, WATERFORD",,Waterford,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-14,"81 SALTHILL, MONKSTOWN, DUBLIN",,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-24,"Pole Road, Meenmore, Dungloe",,Donegal,46000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-03,"DREENDRISLAUGH, SNEEM, KERRY",,Kerry,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-20,"51 THE COURTYARD, BRU NA GRUADAN, CASTLETROY",,Limerick,66000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-19,"7 ANVIL COURT, ROSCOMMON, CO. ROSCOMMON",,Roscommon,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-04,"8 Elder Heath Green, Elder Heath, Kiltipper Road",Dublin 24,Dublin,273127.75,No,Yes,New Dwelling house /Apartment,
2017-04-10,"22 MARINO CRESCENT, DUBLIN 3, DUBLIN",Dublin 3,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-12,"71 ST JOSEPH'S TERRACE, CLARECASTLE, ENNIS",,Clare,132000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-12,"12 VALLEY PARK, CLONATTIN VILLAGE, GOREY",,Wexford,56000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-01,"LEW RATH BIG, ARDEE, CO MEATH",,Louth,72000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-04,"7 NEPTUNE HOUSE, CANADA SQ, CANADA ST",,Waterford,129000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-25,"126 CURLEW RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-16,"194 THE TRAMYARD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,167000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-25,"99 SEVEN OAKS, SARSFIELD RD, INCHICORE DUBLIN 10",Dublin 10,Dublin,178000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-02,"14 Coolkellure Rise, Lehenaghbeg",,Cork,287620.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-10-18,"26 DUBLIN ROAD, TULLOW, CO CARLOW",,Carlow,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-01,"BELCOTTON, TERMONFECKIN, LOUTH",,Louth,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-12,"86 CHARLESLAND WOOD, GREYSTONES, WICKLOW",,Wicklow,355000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-08,"6 CASTAN, DOUGHISKA RD, GALWAY",,Galway,198000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-17,"58 OAK DOWNES, GREENPARK, CLONDALKIN",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-07,"76 TUDOR LAWN, NEWCASTLE, GALWAY",,Galway,485000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-18,"13 KNOCKPOGUE PARK, FAIR HILL, CORK",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-04,"17 ASHMOUNT MEWS, SILVERSPRINGS, CORK",,Cork,140969.16,No,No,Second-Hand Dwelling house /Apartment,
2016-07-13,"NO 2 MAIN STREET, BALLYNOE, MALLOW",,Cork,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-26,"QUINPOOL, PARTEEN, CLARE",,Clare,176000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-27,"DONORE ROAD, DROGHEDA, CO LOUTH",,Louth,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-05,"TOOMDEELY, ASKEATON, LIMERICK",,Limerick,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-12,"15 ASHBROOKE WAY, BALLINAGH RD, CAVAN",,Cavan,125647.0,No,No,Second-Hand Dwelling house /Apartment,
2011-07-29,"Cranwell, Rockville Crescent, Blackrock",,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-21,"47 Blessington Street, Dublin 7",Dublin 7,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-07,"Apt 807 The Gates, Beacon South Quarter, Sandyford",Dublin 18,Dublin,327329.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2010-12-20,"146 Rathborne Court, Ashtown",Dublin 15,Dublin,171806.17,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2016-02-11,"21 ACHILL SOUND HOLIDAY VILLAGE, (BARRA NA FARRAIGE), ACHILL SOUND",,Mayo,79000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-04-30,"146 ADAMSTOWN AVENUE, ADAMSTOWN SQUARE, ADAMSTOWN",,Dublin,132100.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-01-28,"ROSSDALE, 2 BELVEDERE LAWN, FR RUSSELL RD",,Limerick,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-13,"14 An Saileachan, Athenry",,Galway,229074.0,No,Yes,New Dwelling house /Apartment,
2019-04-17,"HOUSE 1, MIDDLETOWN HOUSE RETIREMENT VILLAGE, ARDAMINE",,Wexford,3200000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-30,"38 Foyle Road, Fairview",Dublin 3,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-16,"20 GLENTOW RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,260000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-03-14,"DERRYLEDIGAN, SCOTSTOWN, CO MONAGHAN",,Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-28,"9 ST PATRICKS RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-05-06,"Gortatlea, Ballymacelligott, Traleee",,Kerry,229074.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2014-08-27,"29 Lismeen Hills, Virginia Road, Ballyjamesduff",,Cavan,32870.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2014-02-19,"2 CLOGHEEN RD, CLONAKILTY, CORK",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-22,"58 ELLENSBOROGH, LODGE, TALLAGHT DUBLIN 24",Dublin 24,Dublin,193000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-19,"31 PRIORY AVE, BLACKROCK, DUBLIN",,Dublin,905000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-07,"15 Taylor Hill View, Balbriggan",,Dublin,270900.0,No,Yes,New Dwelling house /Apartment,
2011-12-21,"Westwater, Ballinglanna, Clonakilty",,Cork,70834.0,Yes,No,Second-Hand Dwelling house /Apartment,
2016-05-06,"12 ROSELAWN, HIGH ST, TULLAMORE",,Offaly,178000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-11,"APT 6, ROS ARD, LETTERKENNY",,Donegal,91000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-27,"1  Ashwood Hall, Back Road, Malahide",,Dublin,1016250.0,No,Yes,New Dwelling house /Apartment,
2017-07-25,"PARK BRIDGE, CLONEGAL, ENNISCORTHY",,Wicklow,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-19,"39 GLENDALE MEADOWS, LEIXLIP, CO KILDARE",,Kildare,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-03,"39 WOODLAWN PARK AVE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,465000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-16,"33 NEAGH RD, TERENURE, DUBLIN 6W",,Dublin,268000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-02,"10 THE WALK, FAIRFIELD PARK, OLD TRAMORE RD",,Waterford,147000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-31,"Tawnytaskin, Boyle",,Roscommon,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-30,"45 OAKLANDS, BALLINCOLLIG, CORK",,Cork,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-08,"10 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1200000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-25,"Apartment 203 Bushy Park House, Templeogue Road, Terenure",,Dublin,201661.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-17,"13 WILLANS WAY, ONGAR VILLAGE, DUBLIN 15",Dublin 15,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-18,"147 GREENHILLS COURT, DOUGLAS RD SOUTH, CORK",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-20,"5 The Paddocks, Donabate, Co Dublin",,Dublin,545000.0,No,Yes,New Dwelling house /Apartment,
2012-08-15,"38 MARTELLO COURT, PORTMARNOCK",,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-18,"11 SHALIMAR COURT, POULAVONE, BALLINCOLLIG",,Cork,269000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-18,"26D FERNLEIGH DR, DISWELLSTOWN RD, CASTLEKNOCK",Dublin 15,Dublin,233000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-24,"CARROWGARVE, FRENCHPARK, CO ROSCOMMON",,Roscommon,21500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-09,"YOUNGSTOWN LANE, TAGHMON WEXFORD, WEXFORD",,Wexford,197500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-13,"UPPER FORGE, WOODFORD, GALWAY",,Galway,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-20,"21 CREGG NA COILLE, OUGHTERARD, GALWAY",,Galway,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-06,"THE GREEN, BALLYHEIGUE, CO KERRY",,Kerry,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-26,"12 Beechview, Churchfield, Castlemagner",,Cork,103000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-25,"DERRYBEG, LETTERKENNY, CO. DONEGAL",,Donegal,161000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-23,"10 PALMERS AVE, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-10,"APT 3, 91 BENBURB ST, DUBLIN 7",Dublin 7,Dublin,351000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-05,"Melleray Road, Cappoquin",,Waterford,71000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-19,"113 HAMPTON WOOD AVE, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-01,"7 Willow Glen, Glenamuck Road, Carrickmines",,Dublin,506607.0,No,Yes,New Dwelling house /Apartment,
2013-12-06,"13 HAZELBROOK, PARCNOGOWEN, OUTRATH RD",,Kilkenny,281000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-17,"7 FIRGROVE LAWN, BISHOPSTOWN, CORK",,Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-06,"MOUNT SCOTT, MULLAGH, CO CLARE",,Clare,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-03,"Ballinagare, Castlerea, Roscommon",,Roscommon,46696.0,No,Yes,New Dwelling house /Apartment,
2016-05-26,"ST MELS, GRATTAN STREET, YOUGHAL",,Cork,52000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-04,"FARNHAM, CAVAN",,Cavan,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-04-08,"2 wynnes tce, dundalk",,Louth,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-14,"12 CHERRYFIELD PK, DUBLIN 15, DUBLIN",Dublin 15,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-13,"Grange, Broadway",,Wexford,159000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-08,"166 CRATLOE WOOD STUDENT VILLAGE, OLD CRATLOE RD, LIMERICK",,Limerick,20000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-12-02,"Gormanstown, Kilcullen",,Kildare,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-15,"96 Diswellstown Manon, Castleknock",Dublin 15,Dublin,679295.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2018-11-05,"5 Castlechurch Avenue, Newcastle",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-03-16,"10 ROSEVALE MANSIONS, HOWTH RD, RAHENY DUBLIN 5",Dublin 5,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-20,"137 Carrs Mill, Donabate, Co. Dublin",,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-13,"23 Corbally Avenue, Westbrook Lawns, Tallaght",Dublin 24,Dublin,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-06-04,"5 Percy French Crescent, Ballyjamesduff",,Cavan,94000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-13,"1 Effra Terrace, Effra Road",Dublin 6,Dublin,591189.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-12-14,"95 Evanwood, Golf Links Road, Castletroy",,Limerick,209500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2021-12-02,"ARD AOIBHINN, ROSS EAST, CASTLEBAR",,Mayo,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-15,"26 CARRAMANAGH, OUGHTERARD, GALWAY",,Galway,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-14,"2 MOUNT ARGUS SQ, HAROLDS CROSS, DUBLIN 6W",,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-20,"12 SALLYBROOK, ABBEYSIDE, DUNGARVAN",,Waterford,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-23,"9 fforster green, lucan, co dublin",,Dublin,238500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-25,"41 THE MOORINGS, COLLA RD, SCHULL",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-11,"FIGART, CARRIGART, DONEGAL",,Donegal,92000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-20,"8 ParkView, Clarecastle",,Clare,187225.0,No,Yes,New Dwelling house /Apartment,
2015-03-04,"40 ST JOSEPHS ST, LIMERICK",,Limerick,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-05,"69 Glen Aoibhinn, Ardamine, Gorey",,Wexford,167400.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-09-29,"143 ARD NA MARA, MALAHIDE, DUBLIN",,Dublin,925000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-13,"4 AISLING HOUSE, COUNTY GALWAY",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-07,"NO3 ST CONLETHS PARK, NEWBRIDGE, KILDARE",,Kildare,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-15,"2K Cherrydale, Dublin Road, Limerick",,Limerick,45600.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-14,"12 NORWOOD PARK, SINGLAND, LIMERICK",,Limerick,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-17,"46 ard thomain, sli na manach, mungret",,Limerick,214278.64,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2019-07-18,"MOUNT OLIVER, PATRICK STREET, DROGHEDA",,Louth,227500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-16,"1 THE OAKS, KNOCKAVOTA, GOREY",,Wexford,404000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-02,"9 CLIFTON LANE, MONKSTOWN, DUBLIN",,Dublin,1050000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-13,"34 COOLAGARY, WALSH ISLAND, OFFALY",,Offaly,109000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-23,"SALMON LEAP HOUSE, SCHRAHALLIA CASHEL, CO GALWAY",,Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-20,"70 RINUCCINI, DUBLIN RD, PORTLAOISE",,Laois,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-24,"GALWAY RD, ROSCOMMON, ROSCOMMON",,Roscommon,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-04,"APT 1, 28 CHURCH ST, LISTOWEL",,Kerry,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-21,"Milltown, Dingle",,Kerry,282500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2022-01-07,"33 ST MOCHTAS AVE, COOLMINE LODGE, CLONSILLA",Dublin 15,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-14,"10 PRIORY PARK, ABBEY RD, ATHLONE",,Westmeath,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-26,"10 BEACH FIELD HAVEN, SHANKHILL, DUBLIN",,Dublin,163000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-23,"5 ESMOND DR, PIERCESTOWN, WEXFORD",,Wexford,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-16,"MILL PARK, DONEGAL TOWN, DONEGAL",,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-06,"3 THE CHANDLER, THE VILLAGE, ASHTOWN DUBLIN 15",Dublin 15,Dublin,82500.0,Yes,No,Second-Hand Dwelling house /Apartment,
2020-09-28,"331 LANDEN RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-01,"APT2  BLOCK 1 ARD AOIBHINN, CRADDOCKSTOWN ROAD, NAAS",,Kildare,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-22,"29 Barnwell Grove, Hansfield, Barnwell",Dublin 15,Dublin,348017.61,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-11-24,"10 Barter's Wood, Blarney, Co.Cork",,Cork,264317.0,No,Yes,New Dwelling house /Apartment,
2015-11-27,"APT 11 CRUISE PARK SQUARE, TYRELLSTOWN",Dublin 15,Dublin,192150.0,Yes,No,Second-Hand Dwelling house /Apartment,
2020-10-16,"SOUTH VIEW COTTAGE, CLERISTOWN, WEXFORD",,Wexford,156000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-12,"6 RIVERPOINT, BISHOPSQUAY, LOWER MALLOW ST",,Limerick,221500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-07,"APT 2 QUIET MOMENT, 94-96 UPPER MAIN ST, LETTERKENNY",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-05-21,"No 22, The Fairways, Roscommon",,Roscommon,205000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2010-02-19,"28 Garrai Dhonaill, Cappagh Road, Galway",,Galway,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-09,"FLAT 5    1 HOLLYBANK ROAD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,142857.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-14,"ARDON, CARRICK ROAD, DUNDALK",,Louth,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-22,"117 MEADOWBANK, BAILE NA NDEISE, WATERFORD",,Waterford,138501.4,Yes,No,Second-Hand Dwelling house /Apartment,
2019-10-30,"29 CLUAN ARD, BALLYBRIT, GALWAY",,Galway,224000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-30,"40 ARDKEEN, CAVAN",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,
